county_state,fips,sex,sex_code,year,cause_of_death,cod_code,place_of_death,place_of_death_code,deaths,median_income,population,poverty_rate,unemployment_rate,facility_count,overdose_rate,facility_rate
"Duval County, FL",12031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,11.0,71277,1023153,14.1,4.5,17.0,1.075108023922131,1.6615305824251116
"Duval County, FL",12031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,12.0,71277,1023153,14.1,4.5,17.0,1.172845117005961,1.6615305824251116
"Duval County, FL",12031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,40.0,71277,1023153,14.1,4.5,17.0,3.909483723353203,1.6615305824251116
"Duval County, FL",12031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,24.0,71277,1023153,14.1,4.5,17.0,2.345690234011922,1.6615305824251116
"Escambia County, FL",12033,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,67500,325923,14.7,5.9,5.0,3.3750302985674527,1.534104681167024
"Escambia County, FL",12033,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,67500,325923,14.7,5.9,5.0,3.6818512348008583,1.534104681167024
"Escambia County, FL",12033,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,67500,325923,14.7,5.9,5.0,3.068209362334048,1.534104681167024
"Escambia County, FL",12033,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,15.0,67500,325923,14.7,5.9,5.0,4.602314043501073,1.534104681167024
"Escambia County, FL",12033,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,67500,325923,14.7,5.9,5.0,3.988672171034263,1.534104681167024
"Hernando County, FL",12053,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,10.0,66058,207018,11.7,5.3,3.0,4.830497831106474,1.449149349331942
"Hillsborough County, FL",12057,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,23.0,79540,1522748,12.7,4.5,28.0,1.51042720134914,1.838780940772866
"Hillsborough County, FL",12057,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,14.0,79540,1522748,12.7,4.5,28.0,0.919390470386433,1.838780940772866
"Hillsborough County, FL",12057,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,20.0,79540,1522748,12.7,4.5,28.0,1.3134149576949044,1.838780940772866
"Hillsborough County, FL",12057,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,12.0,79540,1522748,12.7,4.5,28.0,0.7880489746169426,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,10.0,79540,1522748,12.7,4.5,28.0,0.6567074788474522,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,11.0,79540,1522748,12.7,4.5,28.0,0.7223782267321973,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,21.0,79540,1522748,12.7,4.5,28.0,1.3790857055796495,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,66.0,79540,1522748,12.7,4.5,28.0,4.334269360393184,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,19.0,79540,1522748,12.7,4.5,28.0,1.247744209810159,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,10.0,79540,1522748,12.7,4.5,28.0,0.6567074788474522,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,20.0,79540,1522748,12.7,4.5,28.0,1.3134149576949044,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,33.0,79540,1522748,12.7,4.5,28.0,2.167134680196592,1.838780940772866
"Hillsborough County, FL",12057,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,79540,1522748,12.7,4.5,28.0,0.7223782267321973,1.838780940772866
"Lake County, FL",12069,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,73161,412924,8.9,5.0,15.0,2.6639284710987976,3.6326297333165423
"Lee County, FL",12071,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,76107,817666,12.0,4.0,21.0,1.4675919018278858,2.5682858281988
"Lee County, FL",12071,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,20.0,76107,817666,12.0,4.0,21.0,2.4459865030464765,2.5682858281988
"Lee County, FL",12071,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,18.0,76107,817666,12.0,4.0,21.0,2.2013878527418282,2.5682858281988
"Lee County, FL",12071,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,30.0,76107,817666,12.0,4.0,21.0,3.668979754569714,2.5682858281988
"Lee County, FL",12071,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,16.0,76107,817666,12.0,4.0,21.0,1.956789202437181,2.5682858281988
"Manatee County, FL",12081,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,78457,429792,9.8,4.6,3.0,2.3267068721614175,0.6980120616484252
"Manatee County, FL",12081,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,78457,429792,9.8,4.6,3.0,3.2573896210259847,0.6980120616484252
"Manatee County, FL",12081,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,12.0,78457,429792,9.8,4.6,3.0,2.792048246593701,0.6980120616484252
"Marion County, FL",12083,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,17.0,61010,400078,14.4,4.8,12.0,4.249171411574743,2.9994151140527596
"Marion County, FL",12083,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,20.0,61010,400078,14.4,4.8,12.0,4.999025190087933,2.9994151140527596
"Marion County, FL",12083,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,12.0,61010,400078,14.4,4.8,12.0,2.9994151140527596,2.9994151140527596
"Marion County, FL",12083,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,27.0,61010,400078,14.4,4.8,12.0,6.748684006618709,2.9994151140527596
"Marion County, FL",12083,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,61010,400078,14.4,4.8,12.0,2.749463854548363,2.9994151140527596
"Miami-Dade County, FL",12086,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,13.0,71753,2738356,14.7,4.6,67.0,0.47473739718283525,2.4467235085576893
"Miami-Dade County, FL",12086,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,14.0,71753,2738356,14.7,4.6,67.0,0.5112556585045918,2.4467235085576893
"Miami-Dade County, FL",12086,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,71753,2738356,14.7,4.6,67.0,0.40170087453932213,2.4467235085576893
"Miami-Dade County, FL",12086,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,14.0,71753,2738356,14.7,4.6,67.0,0.5112556585045918,2.4467235085576893
"Miami-Dade County, FL",12086,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,17.0,71753,2738356,14.7,4.6,67.0,0.6208104424698615,2.4467235085576893
"Miami-Dade County, FL",12086,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,24.0,71753,2738356,14.7,4.6,67.0,0.8764382717221573,2.4467235085576893
"Miami-Dade County, FL",12086,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,27.0,71753,2738356,14.7,4.6,67.0,0.985993055687427,2.4467235085576893
"Miami-Dade County, FL",12086,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,11.0,71753,2738356,14.7,4.6,67.0,0.40170087453932213,2.4467235085576893
"Miami-Dade County, FL",12086,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,39.0,71753,2738356,14.7,4.6,67.0,1.4242121915485058,2.4467235085576893
"Miami-Dade County, FL",12086,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,41.0,71753,2738356,14.7,4.6,67.0,1.4972487141920188,2.4467235085576893
"Miami-Dade County, FL",12086,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,57.0,71753,2738356,14.7,4.6,67.0,2.0815408953401238,2.4467235085576893
"Okaloosa County, FL",12091,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,81998,216599,9.3,3.8,4.0,5.0785091343912026,1.8467305943240733
"Orange County, FL",12095,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,11.0,79719,1471937,13.0,5.5,26.0,0.7473145929479319,1.766379946967839
"Orange County, FL",12095,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,14.0,79719,1471937,13.0,5.5,26.0,0.9511276637519134,1.766379946967839
"Orange County, FL",12095,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,10.0,79719,1471937,13.0,5.5,26.0,0.6793769026799381,1.766379946967839
"Orange County, FL",12095,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,37.0,79719,1471937,13.0,5.5,26.0,2.513694539915771,1.766379946967839
"Orange County, FL",12095,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,53.0,79719,1471937,13.0,5.5,26.0,3.600697584203672,1.766379946967839
"Orange County, FL",12095,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,43.0,79719,1471937,13.0,5.5,26.0,2.9213206815237336,1.766379946967839
"Orange County, FL",12095,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,79719,1471937,13.0,5.5,26.0,0.8152522832159258,1.766379946967839
"Orange County, FL",12095,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,22.0,79719,1471937,13.0,5.5,26.0,1.4946291858958638,1.766379946967839
"Osceola County, FL",12097,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,72637,427415,12.8,5.4,10.0,2.33964647941696,2.33964647941696
"Osceola County, FL",12097,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,15.0,72637,427415,12.8,5.4,10.0,3.5094697191254403,2.33964647941696
"Palm Beach County, FL",12099,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,10.0,83581,1533806,11.3,5.5,62.0,0.6519729352995098,4.042232198856961
"Palm Beach County, FL",12099,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,19.0,83581,1533806,11.3,5.5,62.0,1.2387485770690687,4.042232198856961
"Palm Beach County, FL",12099,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,83581,1533806,11.3,5.5,62.0,0.9127621094193138,4.042232198856961
"Palm Beach County, FL",12099,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,83581,1533806,11.3,5.5,62.0,0.8475648158893628,4.042232198856961
"Palm Beach County, FL",12099,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,11.0,83581,1533806,11.3,5.5,62.0,0.7171702288294608,4.042232198856961
"Palm Beach County, FL",12099,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,47.0,83581,1533806,11.3,5.5,62.0,3.0642727959076965,4.042232198856961
"Palm Beach County, FL",12099,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,38.0,83581,1533806,11.3,5.5,62.0,2.4774971541381374,4.042232198856961
"Palm Beach County, FL",12099,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,11.0,83581,1533806,11.3,5.5,62.0,0.7171702288294608,4.042232198856961
"Palm Beach County, FL",12099,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,29.0,83581,1533806,11.3,5.5,62.0,1.8907215123685785,4.042232198856961
"Palm Beach County, FL",12099,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,28.0,83581,1533806,11.3,5.5,62.0,1.8255242188386276,4.042232198856961
"Pasco County, FL",12101,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,17.0,70492,611444,11.1,4.9,10.0,2.7803036745801744,1.6354727497530435
"Pasco County, FL",12101,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,16.0,70492,611444,11.1,4.9,10.0,2.6167563996048697,1.6354727497530435
"Pasco County, FL",12101,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,13.0,70492,611444,11.1,4.9,10.0,2.1261145746789567,1.6354727497530435
"Pasco County, FL",12101,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,15.0,70492,611444,11.1,4.9,10.0,2.4532091246295655,1.6354727497530435
"Pasco County, FL",12101,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,40.0,70492,611444,11.1,4.9,10.0,6.541890999012174,1.6354727497530435
"Pasco County, FL",12101,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,22.0,70492,611444,11.1,4.9,10.0,3.5980400494566958,1.6354727497530435
"Pinellas County, FL",12103,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,72646,963481,11.5,4.4,24.0,1.0379031864665729,2.4909676475197746
"Pinellas County, FL",12103,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,13.0,72646,963481,11.5,4.4,24.0,1.3492741424065446,2.4909676475197746
"Pinellas County, FL",12103,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,38.0,72646,963481,11.5,4.4,24.0,3.9440321085729764,2.4909676475197746
"Pinellas County, FL",12103,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,18.0,72646,963481,11.5,4.4,24.0,1.8682257356398309,2.4909676475197746
"Pinellas County, FL",12103,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,32.0,72646,963481,11.5,4.4,24.0,3.321290196693033,2.4909676475197746
"Pinellas County, FL",12103,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,20.0,72646,963481,11.5,4.4,24.0,2.0758063729331457,2.4909676475197746
"Pinellas County, FL",12103,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,18.0,72646,963481,11.5,4.4,24.0,1.8682257356398309,2.4909676475197746
"Pinellas County, FL",12103,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,20.0,72646,963481,11.5,4.4,24.0,2.0758063729331457,2.4909676475197746
"Pinellas County, FL",12103,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,70.0,72646,963481,11.5,4.4,24.0,7.265322305266009,2.4909676475197746
"Pinellas County, FL",12103,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,46.0,72646,963481,11.5,4.4,24.0,4.774354657746235,2.4909676475197746
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,13.0,65978,790694,14.5,4.8,11.0,1.6441252874057473,1.3911829354971708
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,12.0,65978,790694,14.5,4.8,11.0,1.517654111451459,1.3911829354971708
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,18.0,65978,790694,14.5,4.8,11.0,2.2764811671771885,1.3911829354971708
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,65978,790694,14.5,4.8,11.0,1.2647117595428827,1.3911829354971708
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,10.0,65978,790694,14.5,4.8,11.0,1.2647117595428827,1.3911829354971708
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,10.0,65978,790694,14.5,4.8,11.0,1.2647117595428827,1.3911829354971708
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,13.0,65978,790694,14.5,4.8,11.0,1.6441252874057473,1.3911829354971708
"Polk County, FL",12105,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,10.0,65978,790694,14.5,4.8,11.0,1.2647117595428827,1.3911829354971708
"St. Lucie County, FL",12111,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,71457,360500,12.3,6.1,15.0,4.438280166435506,4.160887656033287
"Sarasota County, FL",12115,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,13.0,83416,459547,8.6,3.7,7.0,2.828872781238916,1.5232391898978777
"Sarasota County, FL",12115,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,83416,459547,8.6,3.7,7.0,2.3936615841252364,1.5232391898978777
"Seminole County, FL",12117,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,85761,481470,9.0,4.2,7.0,2.4923671256776125,1.4538808233119405
"Seminole County, FL",12117,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,85761,481470,9.0,4.2,7.0,2.284669865204478,1.4538808233119405
"Volusia County, FL",12127,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,70044,579622,11.8,4.1,17.0,1.897788558750358,2.9329459544323715
"Volusia County, FL",12127,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,70044,579622,11.8,4.1,17.0,2.415367256591365,2.9329459544323715
"Volusia County, FL",12127,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,11.0,70044,579622,11.8,4.1,17.0,1.897788558750358,2.9329459544323715
"Volusia County, FL",12127,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,25.0,70044,579622,11.8,4.1,17.0,4.313155815341723,2.9329459544323715
"Volusia County, FL",12127,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,16.0,70044,579622,11.8,4.1,17.0,2.7604197218187023,2.9329459544323715
"Volusia County, FL",12127,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,26.0,70044,579622,11.8,4.1,17.0,4.485682047955392,2.9329459544323715
"Volusia County, FL",12127,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,15.0,70044,579622,11.8,4.1,17.0,2.5878934892050336,2.9329459544323715
"Chatham County, GA",13051,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,71097,300879,14.3,5.9,8.0,3.6559547193390034,2.658876159519275
"Chatham County, GA",13051,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,71097,300879,14.3,5.9,8.0,3.9883142392789126,2.658876159519275
"Cobb County, GA",13067,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,10.0,102738,775208,8.7,4.5,13.0,1.289976367632945,1.6769692779228282
"Cobb County, GA",13067,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,16.0,102738,775208,8.7,4.5,13.0,2.063962188212712,1.6769692779228282
"Cobb County, GA",13067,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,15.0,102738,775208,8.7,4.5,13.0,1.9349645514494174,1.6769692779228282
"DeKalb County, GA",13089,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,16.0,80644,765351,13.7,6.4,20.0,2.090544077161982,2.6131800964524774
"DeKalb County, GA",13089,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,28.0,80644,765351,13.7,6.4,20.0,3.6584521350334684,2.6131800964524774
"DeKalb County, GA",13089,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,19.0,80644,765351,13.7,6.4,20.0,2.4825210916298537,2.6131800964524774
"DeKalb County, GA",13089,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,12.0,80644,765351,13.7,6.4,20.0,1.5679080578714863,2.6131800964524774
"Fulton County, GA",13121,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,95292,1076561,12.3,5.4,27.0,0.9288837325520802,2.5079860778906164
"Fulton County, GA",13121,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,16.0,95292,1076561,12.3,5.4,27.0,1.4862139720833283,2.5079860778906164
"Fulton County, GA",13121,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,15.0,95292,1076561,12.3,5.4,27.0,1.3933255988281203,2.5079860778906164
"Fulton County, GA",13121,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,17.0,95292,1076561,12.3,5.4,27.0,1.5791023453385364,2.5079860778906164
