county_state,fips,sex,sex_code,year,cause_of_death,cod_code,place_of_death,place_of_death_code,deaths,median_income,population,poverty_rate,unemployment_rate,facility_count,overdose_rate,facility_rate
"Greenville County, SC",45045,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,10.0,76932,548166,10.8,4.4,2.0,1.8242649124535268,0.36485298249070536
"Horry County, SC",45051,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,16.0,66880,383016,13.2,4.9,3.0,4.177371180316227,0.7832570963092925
"Horry County, SC",45051,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,66880,383016,13.2,4.9,3.0,2.8719426864674062,0.7832570963092925
"Horry County, SC",45051,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,17.0,66880,383016,13.2,4.9,3.0,4.438456879085991,0.7832570963092925
"Horry County, SC",45051,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,15.0,66880,383016,13.2,4.9,3.0,3.916285481546463,0.7832570963092925
"Horry County, SC",45051,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,23.0,66880,383016,13.2,4.9,3.0,6.004971071704576,0.7832570963092925
"Horry County, SC",45051,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,14.0,66880,383016,13.2,4.9,3.0,3.655199782776698,0.7832570963092925
"Lexington County, SC",45063,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,15.0,77408,304887,11.1,4.5,,4.919855553040963,
"Lexington County, SC",45063,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,77408,304887,11.1,4.5,,4.263874812635501,
"Pickens County, SC",45077,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,61064,134629,17.2,3.6,1.0,8.170602173380178,0.7427820157618343
"Richland County, SC",45079,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,63784,422117,17.2,6.4,2.0,3.3166160093054766,0.4738022870436396
"Spartanburg County, SC",45083,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,14.0,66234,347852,14.5,4.3,2.0,4.024700159838092,0.5749571656911561
"Spartanburg County, SC",45083,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,15.0,66234,347852,14.5,4.3,2.0,4.31217874268367,0.5749571656911561
"York County, SC",45091,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,89095,293673,8.4,4.1,,3.745662692859064,
"York County, SC",45091,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,89095,293673,8.4,4.1,,3.745662692859064,
"York County, SC",45091,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,89095,293673,8.4,4.1,,4.767207063638809,
"York County, SC",45091,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,13.0,89095,293673,8.4,4.1,,4.426692273378894,
"Campbell County, TN",47013,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,51557,39761,18.5,5.0,4.0,25.15027288046075,10.060109152184301
"Davidson County, TN",47037,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,32.0,77853,715388,13.9,4.5,17.0,4.473097116529771,2.376332843156441
"Davidson County, TN",47037,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,27.0,77853,715388,13.9,4.5,17.0,3.7741756920719944,2.376332843156441
"Davidson County, TN",47037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,17.0,77853,715388,13.9,4.5,17.0,2.376332843156441,2.376332843156441
"Davidson County, TN",47037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,31.0,77853,715388,13.9,4.5,17.0,4.3333128316382155,2.376332843156441
"Davidson County, TN",47037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,58.0,77853,715388,13.9,4.5,17.0,8.107488523710211,2.376332843156441
"Davidson County, TN",47037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,40.0,77853,715388,13.9,4.5,17.0,5.591371395662214,2.376332843156441
"Davidson County, TN",47037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,15.0,77853,715388,13.9,4.5,17.0,2.09676427337333,2.376332843156441
"Davidson County, TN",47037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,36.0,77853,715388,13.9,4.5,17.0,5.032234256095993,2.376332843156441
"Davidson County, TN",47037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,42.0,77853,715388,13.9,4.5,17.0,5.8709399654453245,2.376332843156441
"Greene County, TN",47059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,56194,71628,15.4,5.7,2.0,13.961020829843077,2.7922041659686156
"Hamilton County, TN",47065,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,76183,376192,13.1,4.4,14.0,2.658217080639673,3.721503912895543
"Hamilton County, TN",47065,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,10.0,76183,376192,13.1,4.4,14.0,2.658217080639673,3.721503912895543
"Hamilton County, TN",47065,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,18.0,76183,376192,13.1,4.4,14.0,4.784790745151413,3.721503912895543
"Hamilton County, TN",47065,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,76183,376192,13.1,4.4,14.0,3.189860496767608,3.721503912895543
"Hamilton County, TN",47065,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,76183,376192,13.1,4.4,14.0,2.9240387887036405,3.721503912895543
"Knox County, TN",47093,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,22.0,74222,494148,12.2,3.5,17.0,4.452107465779483,3.44026485992051
"Knox County, TN",47093,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,24.0,74222,494148,12.2,3.5,17.0,4.856844508123073,3.44026485992051
"Knox County, TN",47093,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,15.0,74222,494148,12.2,3.5,17.0,3.0355278175769205,3.44026485992051
"Knox County, TN",47093,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,14.0,74222,494148,12.2,3.5,17.0,2.8331592964051255,3.44026485992051
"Knox County, TN",47093,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,24.0,74222,494148,12.2,3.5,17.0,4.856844508123073,3.44026485992051
"Knox County, TN",47093,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,15.0,74222,494148,12.2,3.5,17.0,3.0355278175769205,3.44026485992051
"Knox County, TN",47093,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,14.0,74222,494148,12.2,3.5,17.0,2.8331592964051255,3.44026485992051
"Knox County, TN",47093,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,51.0,74222,494148,12.2,3.5,17.0,10.320794579761529,3.44026485992051
"Knox County, TN",47093,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,33.0,74222,494148,12.2,3.5,17.0,6.678161198669225,3.44026485992051
"Roane County, TN",47145,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,71885,55208,12.0,4.9,2.0,18.11331691059267,3.622663382118534
"Roane County, TN",47145,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,71885,55208,12.0,4.9,2.0,18.11331691059267,3.622663382118534
"Rutherford County, TN",47149,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,18.0,85470,360646,9.3,3.6,7.0,4.991043849093017,1.9409614968695064
"Rutherford County, TN",47149,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,85470,360646,9.3,3.6,7.0,3.05008235222351,1.9409614968695064
"Shelby County, TN",47157,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,18.0,63767,919173,17.8,7.2,22.0,1.9582820644209522,2.393455856514497
"Shelby County, TN",47157,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,13.0,63767,919173,17.8,7.2,22.0,1.4143148243040211,2.393455856514497
"Shelby County, TN",47157,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,11.0,63767,919173,17.8,7.2,22.0,1.1967279282572485,2.393455856514497
"Shelby County, TN",47157,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,22.0,63767,919173,17.8,7.2,22.0,2.393455856514497,2.393455856514497
"Shelby County, TN",47157,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,18.0,63767,919173,17.8,7.2,22.0,1.9582820644209522,2.393455856514497
"Shelby County, TN",47157,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,23.0,63767,919173,17.8,7.2,22.0,2.5022493045378837,2.393455856514497
"Shelby County, TN",47157,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,62.0,63767,919173,17.8,7.2,22.0,6.745193777449947,2.393455856514497
"Shelby County, TN",47157,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,33.0,63767,919173,17.8,7.2,22.0,3.5901837847717464,2.393455856514497
"Shelby County, TN",47157,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,11.0,63767,919173,17.8,7.2,22.0,1.1967279282572485,2.393455856514497
"Shelby County, TN",47157,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,40.0,63767,919173,17.8,7.2,22.0,4.35173792093545,2.393455856514497
"Shelby County, TN",47157,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,34.0,63767,919173,17.8,7.2,22.0,3.6989772327951322,2.393455856514497
"Sullivan County, TN",47163,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,58807,160624,15.4,5.4,6.0,6.8482916625161865,3.73543181591792
"Bexar County, TX",48029,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,13.0,72341,2067341,14.6,5.8,13.0,0.628827077874429,0.628827077874429
"Bexar County, TX",48029,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,12.0,72341,2067341,14.6,5.8,13.0,0.5804557641917806,0.628827077874429
"Bexar County, TX",48029,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,18.0,72341,2067341,14.6,5.8,13.0,0.870683646287671,0.628827077874429
"Bexar County, TX",48029,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,23.0,72341,2067341,14.6,5.8,13.0,1.112540214700913,0.628827077874429
"Bexar County, TX",48029,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,19.0,72341,2067341,14.6,5.8,13.0,0.9190549599703195,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,11.0,72341,2067341,14.6,5.8,13.0,0.5320844505091322,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,45.0,72341,2067341,14.6,5.8,13.0,2.1767091157191776,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,31.0,72341,2067341,14.6,5.8,13.0,1.4995107241621,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,45.0,72341,2067341,14.6,5.8,13.0,2.1767091157191776,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,28.0,72341,2067341,14.6,5.8,13.0,1.3543967831141548,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,10.0,72341,2067341,14.6,5.8,13.0,0.48371313682648387,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,42.0,72341,2067341,14.6,5.8,13.0,2.0315951746712324,0.628827077874429
"Bexar County, TX",48029,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,42.0,72341,2067341,14.6,5.8,13.0,2.0315951746712324,0.628827077874429
"Brazoria County, TX",48039,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,97993,391255,7.4,4.7,7.0,2.8114656681703747,1.7891145161084205
"Collin County, TX",48085,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,121600,1163337,6.2,4.2,10.0,0.9455557589933098,0.8595961445393726
"Collin County, TX",48085,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,14.0,121600,1163337,6.2,4.2,10.0,1.2034346023551217,0.8595961445393726
"Collin County, TX",48085,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,10.0,121600,1163337,6.2,4.2,10.0,0.8595961445393726,0.8595961445393726
"Dallas County, TX",48113,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,10.0,76547,2621179,13.9,5.0,24.0,0.3815077108430977,0.9156185060234345
"Dallas County, TX",48113,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,76547,2621179,13.9,5.0,24.0,0.6104123373489564,0.9156185060234345
"Dallas County, TX",48113,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,13.0,76547,2621179,13.9,5.0,24.0,0.495960024096027,0.9156185060234345
"Dallas County, TX",48113,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,27.0,76547,2621179,13.9,5.0,24.0,1.0300708192763637,0.9156185060234345
"Dallas County, TX",48113,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,23.0,76547,2621179,13.9,5.0,24.0,0.8774677349391248,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,16.0,76547,2621179,13.9,5.0,24.0,0.6104123373489564,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,32.0,76547,2621179,13.9,5.0,24.0,1.2208246746979128,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,21.0,76547,2621179,13.9,5.0,24.0,0.8011661927705052,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,17.0,76547,2621179,13.9,5.0,24.0,0.6485631084332661,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,26.0,76547,2621179,13.9,5.0,24.0,0.991920048192054,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,72.0,76547,2621179,13.9,5.0,24.0,2.7468555180703036,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,50.0,76547,2621179,13.9,5.0,24.0,1.9075385542154886,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,15.0,76547,2621179,13.9,5.0,24.0,0.5722615662646465,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,15.0,76547,2621179,13.9,5.0,24.0,0.5722615662646465,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,69.0,76547,2621179,13.9,5.0,24.0,2.632403204817374,0.9156185060234345
"Dallas County, TX",48113,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,53.0,76547,2621179,13.9,5.0,24.0,2.021990867468418,0.9156185060234345
"Denton County, TX",48121,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,111498,979561,7.1,4.0,12.0,1.2250385631931038,1.2250385631931038
"El Paso County, TX",48141,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,14.0,59806,870779,18.7,6.0,19.0,1.6077558140469626,2.1819543190637347
"El Paso County, TX",48141,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,59806,870779,18.7,6.0,19.0,1.8374352160536715,2.1819543190637347
"El Paso County, TX",48141,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,10.0,59806,870779,18.7,6.0,19.0,1.1483970100335448,2.1819543190637347
"El Paso County, TX",48141,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,13.0,59806,870779,18.7,6.0,19.0,1.492916113043608,2.1819543190637347
"El Paso County, TX",48141,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,10.0,59806,870779,18.7,6.0,19.0,1.1483970100335448,2.1819543190637347
"Fort Bend County, TX",48157,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,14.0,114041,893767,7.6,5.1,7.0,1.5664037719002828,0.7832018859501414
"Galveston County, TX",48167,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,13.0,86105,358990,11.7,5.7,6.0,3.6212707874871164,1.6713557480709769
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,11.0,74983,4838303,16.3,6.7,42.0,0.22735244154820397,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,10.0,74983,4838303,16.3,6.7,42.0,0.20668403777109454,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,36.0,74983,4838303,16.3,6.7,42.0,0.7440625359759403,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,24.0,74983,4838303,16.3,6.7,42.0,0.4960416906506269,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,18.0,74983,4838303,16.3,6.7,42.0,0.37203126798797015,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,14.0,74983,4838303,16.3,6.7,42.0,0.28935765287953236,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,65.0,74983,4838303,16.3,6.7,42.0,1.3434462455121143,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,42.0,74983,4838303,16.3,6.7,42.0,0.868072958638597,0.868072958638597
"Harris County, TX",48201,Female,F,2024.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Decedent's home,4.0,11.0,74983,4838303,16.3,6.7,42.0,0.22735244154820397,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Inpatient,1.0,12.0,74983,4838303,16.3,6.7,42.0,0.24802084532531346,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,15.0,74983,4838303,16.3,6.7,42.0,0.31002605665664185,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,35.0,74983,4838303,16.3,6.7,42.0,0.7233941321988309,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,32.0,74983,4838303,16.3,6.7,42.0,0.6613889208675026,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,23.0,74983,4838303,16.3,6.7,42.0,0.4753732868735174,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,60.0,74983,4838303,16.3,6.7,42.0,1.2401042266265674,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,129.0,74983,4838303,16.3,6.7,42.0,2.6662240872471195,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,85.0,74983,4838303,16.3,6.7,42.0,1.7568143210543035,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,25.0,74983,4838303,16.3,6.7,42.0,0.5167100944277364,0.868072958638597
"Harris County, TX",48201,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,32.0,74983,4838303,16.3,6.7,42.0,0.6613889208675026,0.868072958638597
