"Notes","County","County Code","Sex","Sex Code","Year","Year Code","Cause of death","Cause of death Code","Place of Death","Place of Death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Philadelphia County, PA","42101","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",113,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Dead on Arrival","3",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",192,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",65,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Dead on Arrival","3",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",268,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Philadelphia County, PA","42101","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",117,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Schuylkill County, PA","42107","Female","F","2023","2023","Assault by drugs, medicaments and biological substances","X85","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Schuylkill County, PA","42107","Male","M","2023","2023","Assault by drugs, medicaments and biological substances","X85","Decedent's home","4",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Schuylkill County, PA","42107","Male","M","2023","2023","Assault by drugs, medicaments and biological substances","X85","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Washington County, PA","42125","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Washington County, PA","42125","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Westmoreland County, PA","42129","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Westmoreland County, PA","42129","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Westmoreland County, PA","42129","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, PA","42133","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, PA","42133","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, PA","42133","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, PA","42133","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, PA","42133","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kent County, RI","44003","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Providence County, RI","44007","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Aiken County, SC","45003","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Aiken County, SC","45003","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Aiken County, SC","45003","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anderson County, SC","45007","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Beaufort County, SC","45013","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Berkeley County, SC","45015","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Berkeley County, SC","45015","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Berkeley County, SC","45015","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Charleston County, SC","45019","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Charleston County, SC","45019","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Charleston County, SC","45019","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Charleston County, SC","45019","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Charleston County, SC","45019","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Charleston County, SC","45019","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Charleston County, SC","45019","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Dorchester County, SC","45035","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Florence County, SC","45041","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Greenville County, SC","45045","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Greenville County, SC","45045","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Greenville County, SC","45045","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Greenville County, SC","45045","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Greenville County, SC","45045","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Greenville County, SC","45045","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Greenville County, SC","45045","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",50,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Horry County, SC","45051","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Horry County, SC","45051","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Horry County, SC","45051","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Horry County, SC","45051","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Horry County, SC","45051","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Horry County, SC","45051","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",50,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Horry County, SC","45051","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lancaster County, SC","45057","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lancaster County, SC","45057","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lexington County, SC","45063","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lexington County, SC","45063","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lexington County, SC","45063","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, SC","45079","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richland County, SC","45079","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Spartanburg County, SC","45083","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Spartanburg County, SC","45083","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Spartanburg County, SC","45083","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Spartanburg County, SC","45083","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Spartanburg County, SC","45083","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Spartanburg County, SC","45083","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, SC","45091","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, SC","45091","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"York County, SC","45091","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anderson County, TN","47001","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Anderson County, TN","47001","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Blount County, TN","47009","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",72,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",75,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Davidson County, TN","47037","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",69,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, TN","47065","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, TN","47089","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Other","7",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",73,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Knox County, TN","47093","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Montgomery County, TN","47125","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Montgomery County, TN","47125","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Roane County, TN","47145","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rutherford County, TN","47149","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rutherford County, TN","47149","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rutherford County, TN","47149","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rutherford County, TN","47149","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sevier County, TN","47155","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Shelby County, TN","47157","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
