"Notes","County","County Code","Sex","Sex Code","Year","Year Code","Cause of death","Cause of death Code","Place of Death","Place of Death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Santa Clara County, CA","06085","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Cruz County, CA","06087","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Cruz County, CA","06087","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Solano County, CA","06095","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sonoma County, CA","06097","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sonoma County, CA","06097","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sonoma County, CA","06097","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sonoma County, CA","06097","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stanislaus County, CA","06099","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stanislaus County, CA","06099","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stanislaus County, CA","06099","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stanislaus County, CA","06099","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stanislaus County, CA","06099","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tulare County, CA","06107","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tulare County, CA","06107","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ventura County, CA","06111","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Adams County, CO","08001","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arapahoe County, CO","08005","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arapahoe County, CO","08005","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arapahoe County, CO","08005","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Boulder County, CO","08013","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",56,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",54,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Denver County, CO","08031","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Douglas County, CO","08035","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Female","F","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Other","7",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"El Paso County, CO","08041","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, CO","08059","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, CO","08059","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, CO","08059","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, CO","08059","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Larimer County, CO","08069","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pueblo County, CO","08101","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pueblo County, CO","08101","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Weld County, CO","08123","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fairfield County, CT","09001","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",69,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",82,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hartford County, CT","09003","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Litchfield County, CT","09005","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Litchfield County, CT","09005","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Middlesex County, CT","09007","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Middlesex County, CT","09007","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Dead on Arrival","3",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",86,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Haven County, CT","09009","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New London County, CT","09011","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New London County, CT","09011","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New London County, CT","09011","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New London County, CT","09011","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tolland County, CT","09013","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Windham County, CT","09015","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kent County, DE","10001","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kent County, DE","10001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",70,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"New Castle County, DE","10003","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, DE","10005","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, DE","10005","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sussex County, DE","10005","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Male","M","2020","2020","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Male","M","2020","2020","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",102,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"District of Columbia, DC","11001","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alachua County, FL","12001","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bay County, FL","12005","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Brevard County, FL","12009","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
