"Notes","County","County Code","Sex","Sex Code","Year","Year Code","Cause of death","Cause of death Code","Place of Death","Place of Death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Decedent's home","4",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Other","7",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",69,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",78,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",68,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Female","F","2020","2020","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Decedent's home","4",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Medical Facility - Inpatient","1",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Medical Facility - Outpatient or ER","2",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Decedent's home","4",101,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Other","7",157,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",48,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",272,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",177,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",249,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Los Angeles County, CA","06037","Male","M","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",284,Not Applicable,Not Applicable,Not Applicable,Not Applicable
